89482500: system.cpu: T0 : 0x402117 @code+279    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x402118 @code+280    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x402119 @code+281    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x40211a @code+282    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x40211b @code+283    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x40211c @code+284    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x40211d @code+285    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x40211e @code+286    :   NOP                      : IntAlu : 
89483000: system.cpu: T0 : 0x40211f @code+287    :   NOP                      : IntAlu : 
89483500: system.cpu: T0 : 0x402120 @code+288    :   NOP                      : IntAlu : 
89483500: system.cpu: T0 : 0x402121 @code+289    :   NOP                      : IntAlu : 
89483500: system.cpu: T0 : 0x402122 @code+290    : lea	r14, DS:[r14 + 0xc]   
89483500: system.cpu: T0 : 0x402122 @code+290. 0 :   LEA_R_M : lea   r14, DS:[r14 + 0xc] : IntAlu :  D=0x000000000040300c
89483500: system.cpu: T0 : 0x402126 @code+294    :   MFENCE                   : IntAlu : 
89483500: system.cpu: T0 : 0x402129 @code+297    : jmp	0                     
89483500: system.cpu: T0 : 0x402129 @code+297. 0 :   JMP_I : rdip   t1, t1    : IntAlu :  D=0x000000000040212b
89483500: system.cpu: T0 : 0x402129 @code+297. 1 :   JMP_I : limm   t2, 0     : IntAlu :  D=0x0000000000000000
89483500: system.cpu: T0 : 0x402129 @code+297. 2 :   JMP_I : wrip   t1, t2    : IntAlu : 
89483500: system.cpu: T0 : 0x40212b @code+299    : and	dl, 0xffffffffffffff80
89483500: system.cpu: T0 : 0x40212b @code+299. 0 :   AND_R_I : limm   t1b, 0xffffffffffffff80 : IntAlu :  D=0x0000000000402180
89484000: system.cpu: T0 : 0x40212b @code+299. 1 :   AND_R_I : and   dl, dl, t1b : IntAlu :  D=0x0000000000000000
89484000: system.cpu: T0 : 0x40212e @code+302    : and	rax, 0x1fff           
89484000: system.cpu: T0 : 0x40212e @code+302. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89484000: system.cpu: T0 : 0x40212e @code+302. 1 :   AND_R_I : and   rax, rax, t1 : IntAlu :  D=0x0000000000000000
89484000: system.cpu: T0 : 0x402134 @code+308    : cmovs	ecx, DS:[rax + r14] 
89484000: system.cpu: T0 : 0x402134 @code+308. 0 :   CMOVS_R_M : ld   t1d, DS:[rax + r14] : MemRead :  D=0x00000000001eeb00 A=0x403d0c
89484000: system.cpu: T0 : 0x402134 @code+308. 1 :   CMOVS_R_M : mov   ecx, ecx, ecx : IntAlu :  D=0x00000000003da640
89484000: system.cpu: T0 : 0x402134 @code+308. 2 :   CMOVS_R_M : mov   ecx, ecx, t1d : IntAlu :  D=0x00000000003da640
89484000: system.cpu: T0 : 0x402139 @code+313    : and	rdi, 0x1fff           
89484000: system.cpu: T0 : 0x402139 @code+313. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89484000: system.cpu: T0 : 0x402139 @code+313. 1 :   AND_R_I : and   rdi, rdi, t1 : IntAlu :  D=0x0000000000000000
89551000: system.cpu: T0 : 0x402140 @code+320    : cmovnbe	cx, DS:[rdi + r14]
89551000: system.cpu: T0 : 0x402140 @code+320. 0 :   CMOVNBE_R_M : ld   t1w, DS:[rdi + r14] : MemRead :  D=0x000000000000a000 A=0x40344c
89551000: system.cpu: T0 : 0x402140 @code+320. 1 :   CMOVNBE_R_M : mov   cx, cx, cx : IntAlu :  D=0x00000000003da640
89551000: system.cpu: T0 : 0x402140 @code+320. 2 :   CMOVNBE_R_M : mov   cx, cx, t1w : IntAlu :  D=0x00000000003da000
89551000: system.cpu: T0 : 0x402146 @code+326    : and	rax, 0x1fff           
89551000: system.cpu: T0 : 0x402146 @code+326. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89551000: system.cpu: T0 : 0x402146 @code+326. 1 :   AND_R_I : and   rax, rax, t1 : IntAlu :  D=0x0000000000000000
89551000: system.cpu: T0 : 0x40214c @code+332    : not	DS:[rax + r14]        
89551000: system.cpu: T0 : 0x40214c @code+332. 0 :   NOT_LOCKED_M : limm   t1, 0xffffffffffffffff : IntAlu :  D=0xffffffffffffffff
89551000: system.cpu: T0 : 0x40214c @code+332. 1 : 	NOT_LOCKED_M.mfence       : IntAlu : 
89551000: system.cpu: T0 : 0x40214c @code+332. 2 :   NOT_LOCKED_M : ldstl   t2, DS:[rax + r14] : MemRead :  D=0x000fae80001eeb00 A=0x403d0c
89551500: system.cpu: T0 : 0x40214c @code+332. 3 :   NOT_LOCKED_M : xor   t2, t2, t1 : IntAlu :  D=0xfff0517fffe114ff
89551500: system.cpu: T0 : 0x40214c @code+332. 4 :   NOT_LOCKED_M : stul   t2, DS:[rax + r14] : MemWrite :  D=0xfff0517fffe114ff A=0x403d0c
89551500: system.cpu: T0 : 0x40214c @code+332. 5 : 	NOT_LOCKED_M.mfence       : IntAlu : 
89551500: system.cpu: T0 : 0x402151 @code+337    : jmp	0                     
89551500: system.cpu: T0 : 0x402151 @code+337. 0 :   JMP_I : rdip   t1, t1    : IntAlu :  D=0x0000000000402153
89551500: system.cpu: T0 : 0x402151 @code+337. 1 :   JMP_I : limm   t2, 0     : IntAlu :  D=0x0000000000000000
89551500: system.cpu: T0 : 0x402151 @code+337. 2 :   JMP_I : wrip   t1, t2    : IntAlu : 
89551500: system.cpu: T0 : 0x402153 @code+339    : and	rdi, 0x1fff           
89551500: system.cpu: T0 : 0x402153 @code+339. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89551500: system.cpu: T0 : 0x402153 @code+339. 1 :   AND_R_I : and   rdi, rdi, t1 : IntAlu :  D=0x0000000000000000
89552000: system.cpu: T0 : 0x40215a @code+346    : xor	ebx, DS:[rdi + r14]   
89552000: system.cpu: T0 : 0x40215a @code+346. 0 :   XOR_R_M : ld   t1d, DS:[rdi + r14] : MemRead :  D=0x000000000008a000 A=0x40344c
89552000: system.cpu: T0 : 0x40215a @code+346. 1 :   XOR_R_M : xor   ebx, ebx, t1d : IntAlu :  D=0x0000000000000000
89552000: system.cpu: T0 : 0x40215e @code+350    : and	rsi, 0x1fff           
89552000: system.cpu: T0 : 0x40215e @code+350. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89552000: system.cpu: T0 : 0x40215e @code+350. 1 :   AND_R_I : and   rsi, rsi, t1 : IntAlu :  D=0x0000000000000000
89552000: system.cpu: T0 : 0x402165 @code+357    : or	DS:[rsi + r14], 0xffffffffffffffff
89552000: system.cpu: T0 : 0x402165 @code+357. 0 :   OR_LOCKED_M_I : limm   t2w, 0xffffffffffffffff : IntAlu :  D=0x000000000000ffff
89552000: system.cpu: T0 : 0x402165 @code+357. 1 : 	OR_LOCKED_M_I.mfence      : IntAlu : 
89552000: system.cpu: T0 : 0x402165 @code+357. 2 :   OR_LOCKED_M_I : ldstl   t1w, DS:[rsi + r14] : MemRead :  D=0x0000000000007c00 A=0x40448c
89552000: system.cpu: T0 : 0x402165 @code+357. 3 :   OR_LOCKED_M_I : or   t1w, t1w, t2w : IntAlu :  D=0x0000000000000000
89552500: system.cpu: T0 : 0x402165 @code+357. 4 :   OR_LOCKED_M_I : stul   t1w, DS:[rsi + r14] : MemWrite :  D=0x000000000000ffff A=0x40448c
89552500: system.cpu: T0 : 0x402165 @code+357. 5 : 	OR_LOCKED_M_I.mfence      : IntAlu : 
89552500: system.cpu: T0 : 0x40216c @code+364    : and	rax, 0x1fff           
89552500: system.cpu: T0 : 0x40216c @code+364. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89552500: system.cpu: T0 : 0x40216c @code+364. 1 :   AND_R_I : and   rax, rax, t1 : IntAlu :  D=0x0000000000000000
89552500: system.cpu: T0 : 0x402172 @code+370    : or	DS:[rax + r14], bx     
89552500: system.cpu: T0 : 0x402172 @code+370. 0 :   OR_M_R : ldst   t1w, DS:[rax + r14] : MemRead :  D=0x00000000000014ff A=0x403d0c
89552500: system.cpu: T0 : 0x402172 @code+370. 1 :   OR_M_R : or   t1w, t1w, bx : IntAlu :  D=0x0000000000000000
89552500: system.cpu: T0 : 0x402172 @code+370. 2 :   OR_M_R : st   t1w, DS:[rax + r14] : MemWrite :  D=0x000000000000f6ff A=0x403d0c
89552500: system.cpu: T0 : 0x402177 @code+375    : and	rax, 0x1fff           
89552500: system.cpu: T0 : 0x402177 @code+375. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89553000: system.cpu: T0 : 0x402177 @code+375. 1 :   AND_R_I : and   rax, rax, t1 : IntAlu :  D=0x0000000000000000
89724500: system.cpu: T0 : 0x40217d @code+381    : and	DS:[rax + r14], 0xffffffffffffffae
89724500: system.cpu: T0 : 0x40217d @code+381. 0 :   AND_M_I : ldst   t2w, DS:[rax + r14] : MemRead :  D=0x000000000000f6ff A=0x403d0c
89724500: system.cpu: T0 : 0x40217d @code+381. 1 :   AND_M_I : limm   t1w, 0xffffffffffffffae : IntAlu :  D=0x000000000000ffae
89724500: system.cpu: T0 : 0x40217d @code+381. 2 :   AND_M_I : and   t2w, t2w, t1w : IntAlu :  D=0x0000000000000000
89724500: system.cpu: T0 : 0x40217d @code+381. 3 :   AND_M_I : st   t2w, DS:[rax + r14] : MemWrite :  D=0x000000000000f6ae A=0x403d0c
89724500: system.cpu: T0 : 0x402183 @code+387    : loop	0x2                  
89724500: system.cpu: T0 : 0x402183 @code+387. 0 :   LOOP_I : rdip   t1, t1   : IntAlu :  D=0x0000000000402185
89724500: system.cpu: T0 : 0x402183 @code+387. 1 :   LOOP_I : subi   rcx, rcx, 0x1 : IntAlu :  D=0x0000000000000000
89724500: system.cpu: T0 : 0x402183 @code+387. 2 :   LOOP_I : wripi   t1, 0x2 : IntAlu : 
89725000: system.cpu: T0 : 0x402187 @code+391    : and	rdi, 0x1fff           
89725000: system.cpu: T0 : 0x402187 @code+391. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89725000: system.cpu: T0 : 0x402187 @code+391. 1 :   AND_R_I : and   rdi, rdi, t1 : IntAlu :  D=0x0000000000000000
89725000: system.cpu: T0 : 0x40218e @code+398    : or	DS:[rdi + r14], dl     
89725000: system.cpu: T0 : 0x40218e @code+398. 0 :   OR_M_R : ldst   t1b, DS:[rdi + r14] : MemRead :  D=0x0000000000001f00 A=0x40344c
89725000: system.cpu: T0 : 0x40218e @code+398. 1 :   OR_M_R : or   t1b, t1b, dl : IntAlu :  D=0x0000000000000000
89725000: system.cpu: T0 : 0x40218e @code+398. 2 :   OR_M_R : st   t1b, DS:[rdi + r14] : MemWrite :  D=0x0000000000000000 A=0x40344c
89725000: system.cpu: T0 : 0x402192 @code+402    : jmp	0                     
89725000: system.cpu: T0 : 0x402192 @code+402. 0 :   JMP_I : rdip   t1, t1    : IntAlu :  D=0x0000000000402194
89725000: system.cpu: T0 : 0x402192 @code+402. 1 :   JMP_I : limm   t2, 0     : IntAlu :  D=0x0000000000000000
89725000: system.cpu: T0 : 0x402192 @code+402. 2 :   JMP_I : wrip   t1, t2    : IntAlu : 
89725500: system.cpu: T0 : 0x402194 @code+404    : and	rsi, 0x1fff           
89725500: system.cpu: T0 : 0x402194 @code+404. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89725500: system.cpu: T0 : 0x402194 @code+404. 1 :   AND_R_I : and   rsi, rsi, t1 : IntAlu :  D=0x0000000000000000
89725500: system.cpu: T0 : 0x40219b @code+411    : and	DS:[rsi + r14], al    
89725500: system.cpu: T0 : 0x40219b @code+411. 0 : 	AND_LOCKED_M_R.mfence     : IntAlu : 
89725500: system.cpu: T0 : 0x40219b @code+411. 1 :   AND_LOCKED_M_R : ldstl   t1b, DS:[rsi + r14] : MemRead :  D=0x0000000000001fff A=0x40448c
89725500: system.cpu: T0 : 0x40219b @code+411. 2 :   AND_LOCKED_M_R : and   t1b, t1b, al : IntAlu :  D=0x0000000000000000
89725500: system.cpu: T0 : 0x40219b @code+411. 3 :   AND_LOCKED_M_R : stul   t1b, DS:[rsi + r14] : MemWrite :  D=0x0000000000000000 A=0x40448c
89725500: system.cpu: T0 : 0x40219b @code+411. 4 : 	AND_LOCKED_M_R.mfence     : IntAlu : 
89725500: system.cpu: T0 : 0x4021a0 @code+416    : and	rdi, 0x1fff           
89725500: system.cpu: T0 : 0x4021a0 @code+416. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89726000: system.cpu: T0 : 0x4021a0 @code+416. 1 :   AND_R_I : and   rdi, rdi, t1 : IntAlu :  D=0x0000000000000000
89726000: system.cpu: T0 : 0x4021a7 @code+423    : or	DS:[rdi + r14], 0x43   
89726000: system.cpu: T0 : 0x4021a7 @code+423. 0 :   OR_M_I : limm   t2w, 0x43 : IntAlu :  D=0x0000000000000043
89726000: system.cpu: T0 : 0x4021a7 @code+423. 1 :   OR_M_I : ldst   t1w, DS:[rdi + r14] : MemRead :  D=0x000000000000a000 A=0x40344c
89726000: system.cpu: T0 : 0x4021a7 @code+423. 2 :   OR_M_I : or   t1w, t1w, t2w : IntAlu :  D=0x0000000000000000
89726000: system.cpu: T0 : 0x4021a7 @code+423. 3 :   OR_M_I : st   t1w, DS:[rdi + r14] : MemWrite :  D=0x000000000000a043 A=0x40344c
89726000: system.cpu: T0 : 0x4021ad @code+429    : and	rcx, 0x1fff           
89726000: system.cpu: T0 : 0x4021ad @code+429. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89726000: system.cpu: T0 : 0x4021ad @code+429. 1 :   AND_R_I : and   rcx, rcx, t1 : IntAlu :  D=0x0000000000000000
89726000: system.cpu: T0 : 0x4021b4 @code+436    : xor	DS:[rcx + r14], 0xffffffffffffff84
89726000: system.cpu: T0 : 0x4021b4 @code+436. 0 :   XOR_LOCKED_M_I : limm   t2d, 0xffffffffffffff84 : IntAlu :  D=0x00000000ffffff84
89726500: system.cpu: T0 : 0x4021b4 @code+436. 1 : 	XOR_LOCKED_M_I.mfence     : IntAlu : 
89728000: system.cpu: T0 : 0x4021b4 @code+436. 2 :   XOR_LOCKED_M_I : ldstl   t1d, DS:[rcx + r14] : MemRead :  D=0x00000000ffffffec A=0x40500b
89728000: system.cpu: T0 : 0x4021b4 @code+436. 3 :   XOR_LOCKED_M_I : xor   t1d, t1d, t2d : IntAlu :  D=0x0000000000000000
89728000: system.cpu: T0 : 0x4021b4 @code+436. 4 :   XOR_LOCKED_M_I : stul   t1d, DS:[rcx + r14] : MemWrite :  D=0x0000000000000068 A=0x40500b
89728000: system.cpu: T0 : 0x4021b4 @code+436. 5 : 	XOR_LOCKED_M_I.mfence     : IntAlu : 
89729000: system.cpu: T0 : 0x4021ba @code+442    : and	rdi, 0x1fff           
89729000: system.cpu: T0 : 0x4021ba @code+442. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89729000: system.cpu: T0 : 0x4021ba @code+442. 1 :   AND_R_I : and   rdi, rdi, t1 : IntAlu :  D=0x0000000000000000
89729000: system.cpu: T0 : 0x4021c1 @code+449    : not	DS:[rdi + r14]        
89729000: system.cpu: T0 : 0x4021c1 @code+449. 0 :   NOT_LOCKED_M : limm   t1b, 0xffffffffffffffff : IntAlu :  D=0x0000000000001fff
89729000: system.cpu: T0 : 0x4021c1 @code+449. 1 : 	NOT_LOCKED_M.mfence       : IntAlu : 
89729000: system.cpu: T0 : 0x4021c1 @code+449. 2 :   NOT_LOCKED_M : ldstl   t2b, DS:[rdi + r14] : MemRead :  D=0x00000000ffffff43 A=0x40344c
89729000: system.cpu: T0 : 0x4021c1 @code+449. 3 :   NOT_LOCKED_M : xor   t2b, t2b, t1b : IntAlu :  D=0x00000000ffffffbc
89729000: system.cpu: T0 : 0x4021c1 @code+449. 4 :   NOT_LOCKED_M : stul   t2b, DS:[rdi + r14] : MemWrite :  D=0x00000000000000bc A=0x40344c
89729000: system.cpu: T0 : 0x4021c1 @code+449. 5 : 	NOT_LOCKED_M.mfence       : IntAlu : 
89729500: system.cpu: T0 : 0x4021c6 @code+454    : and	rcx, 0x1fff           
89729500: system.cpu: T0 : 0x4021c6 @code+454. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89729500: system.cpu: T0 : 0x4021c6 @code+454. 1 :   AND_R_I : and   rcx, rcx, t1 : IntAlu :  D=0x0000000000000000
89729500: system.cpu: T0 : 0x4021cd @code+461    : xor	DS:[rcx + r14], 0x68  
89729500: system.cpu: T0 : 0x4021cd @code+461. 0 :   XOR_M_I : limm   t2d, 0x68 : IntAlu :  D=0x0000000000000068
89729500: system.cpu: T0 : 0x4021cd @code+461. 1 :   XOR_M_I : ldst   t1d, DS:[rcx + r14] : MemRead :  D=0x0000000000000068 A=0x40500b
89729500: system.cpu: T0 : 0x4021cd @code+461. 2 :   XOR_M_I : xor   t1d, t1d, t2d : IntAlu :  D=0x0000000000000000
89729500: system.cpu: T0 : 0x4021cd @code+461. 3 :   XOR_M_I : st   t1d, DS:[rcx + r14] : MemWrite :  D=0x0000000000000000 A=0x40500b
89729500: system.cpu: T0 : 0x4021d2 @code+466    : jns	0x2                   
89729500: system.cpu: T0 : 0x4021d2 @code+466. 0 :   JNS_I : rdip   t1, t1    : IntAlu :  D=0x00000000004021d4
89729500: system.cpu: T0 : 0x4021d2 @code+466. 1 :   JNS_I : limm   t2, 0x2   : IntAlu :  D=0x0000000000000002
89730000: system.cpu: T0 : 0x4021d2 @code+466. 2 :   JNS_I : wrip   t1, t2    : IntAlu : 
89847000: system.cpu: T0 : 0x4021d6 @code+470    : and	rdx, 0x1fff           
89847000: system.cpu: T0 : 0x4021d6 @code+470. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89847000: system.cpu: T0 : 0x4021d6 @code+470. 1 :   AND_R_I : and   rdx, rdx, t1 : IntAlu :  D=0x0000000000000000
89847000: system.cpu: T0 : 0x4021dd @code+477    : and	DS:[rdx + r14], 0xffffffffffffffc5
89847000: system.cpu: T0 : 0x4021dd @code+477. 0 : 	AND_LOCKED_M_I.mfence     : IntAlu : 
89847000: system.cpu: T0 : 0x4021dd @code+477. 1 :   AND_LOCKED_M_I : ldstl   t2d, DS:[rdx + r14] : MemRead :  D=0x0000000000227380 A=0x40440c
89847000: system.cpu: T0 : 0x4021dd @code+477. 2 :   AND_LOCKED_M_I : limm   t1d, 0xffffffffffffffc5 : IntAlu :  D=0x00000000ffffffc5
89847000: system.cpu: T0 : 0x4021dd @code+477. 3 :   AND_LOCKED_M_I : and   t2d, t2d, t1d : IntAlu :  D=0x0000000000000000
89847000: system.cpu: T0 : 0x4021dd @code+477. 4 :   AND_LOCKED_M_I : stul   t2d, DS:[rdx + r14] : MemWrite :  D=0x0000000000227380 A=0x40440c
89847000: system.cpu: T0 : 0x4021dd @code+477. 5 : 	AND_LOCKED_M_I.mfence     : IntAlu : 
89847500: system.cpu: T0 : 0x4021e3 @code+483    : and	rcx, 0x1fff           
89847500: system.cpu: T0 : 0x4021e3 @code+483. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89847500: system.cpu: T0 : 0x4021e3 @code+483. 1 :   AND_R_I : and   rcx, rcx, t1 : IntAlu :  D=0x0000000000000000
89847500: system.cpu: T0 : 0x4021ea @code+490    : or	DS:[rcx + r14], bl     
89847500: system.cpu: T0 : 0x4021ea @code+490. 0 :   OR_M_R : ldst   t1b, DS:[rcx + r14] : MemRead :  D=0x0000000000001f00 A=0x40500b
89847500: system.cpu: T0 : 0x4021ea @code+490. 1 :   OR_M_R : or   t1b, t1b, bl : IntAlu :  D=0x0000000000000000
89847500: system.cpu: T0 : 0x4021ea @code+490. 2 :   OR_M_R : st   t1b, DS:[rcx + r14] : MemWrite :  D=0x0000000000000000 A=0x40500b
89847500: system.cpu: T0 : 0x4021ee @code+494    : and	rbx, 0x1fff           
89847500: system.cpu: T0 : 0x4021ee @code+494. 0 :   AND_R_I : limm   t1, 0x1fff : IntAlu :  D=0x0000000000001fff
89847500: system.cpu: T0 : 0x4021ee @code+494. 1 :   AND_R_I : and   rbx, rbx, t1 : IntAlu :  D=0x0000000000000000
89847500: system.cpu: T0 : 0x4021f5 @code+501    : xor	rdx, DS:[rbx + r14]   
89847500: system.cpu: T0 : 0x4021f5 @code+501. 0 :   XOR_R_M : ld   t1, DS:[rbx + r14] : MemRead :  D=0x002f61c000111c40 A=0x40460c
89848000: system.cpu: T0 : 0x4021f5 @code+501. 1 :   XOR_R_M : xor   rdx, rdx, t1 : IntAlu :  D=0x0000000000000000
89848000: system.cpu: T0 : 0x4021f9 @code+505    :   MFENCE                   : IntAlu : 
89848000: system.cpu: T0 : 0x4021fc @code+508    : lea	r14, DS:[r14 + 0xfffffffffffffff4]
89848000: system.cpu: T0 : 0x4021fc @code+508. 0 :   LEA_R_M : lea   r14, DS:[r14 + 0xfffffffffffffff4] : IntAlu :  D=0x0000000000403000
89849000: system.cpu: T0 : 0x402200 @code+512    : xor	edi                   
89849000: system.cpu: T0 : 0x402200 @code+512. 0 :   XOR_R_R : xor   edi, edi, edi : IntAlu :  D=0x0000000000000000
